Czas_s,Uchyb_X_px,Uchyb_Y_px,Regulator,Deadband_Stat,Pole_Obiektu
33.682,-17,5,PID,50,8662.0
33.704,-18,6,PID,50,8575.5
33.726,-24,4,PID,60,10973.0
33.748,-24,7,PID,50,7826.5
33.771,-24,7,PID,50,7826.5
33.794,-25,6,PID,50,8231.5
33.818,-26,7,PID,60,11154.5
33.841,-26,7,PID,60,11179.5
33.864,-20,9,PID,50,8369.5
33.891,-17,1,PID,50,8857.0
33.914,-17,1,PID,50,8857.0
33.937,-23,7,PID,60,10077.0
33.959,-36,17,PID,60,10064.5
33.980,-11,1,PID,50,7854.0
34.004,-11,1,PID,50,7854.0
34.025,-19,-1,PID,60,10742.5
34.051,-19,-1,PID,60,10742.5
34.075,-17,2,PID,50,9275.5
34.096,-17,2,PID,50,9275.5
34.117,-13,-2,PID,50,9044.5
34.141,-13,-2,PID,50,9044.5
34.163,-26,8,PID,50,9799.5
34.185,-14,4,PID,50,7640.5
34.207,-14,4,PID,50,7640.5
34.230,-18,4,PID,50,9046.0
34.252,-27,6,PID,60,11078.5
34.274,-27,6,PID,60,11132.5
34.296,-14,0,PID,50,9578.5
34.316,-21,4,PID,60,12059.0
34.339,-22,4,PID,60,12078.5
34.361,-23,6,PID,50,9932.0
34.382,-24,10,PID,60,10775.0
34.404,-25,11,PID,60,10914.0
34.425,-19,5,PID,60,10396.5
34.446,-23,3,PID,60,10962.0
34.470,-23,3,PID,60,11010.0
34.492,-18,5,PID,50,9732.0
34.513,-23,2,PID,60,11323.5
34.536,-23,2,PID,60,11340.5
34.565,-21,7,PID,50,9716.0
34.587,-17,0,PID,50,9950.5
34.611,-17,0,PID,50,9929.5
34.635,-16,5,PID,50,9290.5
34.656,-27,7,PID,60,10638.0
34.680,-17,5,PID,50,8977.5
34.703,-17,5,PID,50,8977.5
34.725,-23,6,PID,50,9971.0
34.749,-25,8,PID,50,9793.0
34.771,-25,8,PID,50,9799.5
34.793,-21,9,PID,50,9859.5
34.814,-19,5,PID,60,10116.5
34.836,-19,5,PID,50,9992.5
34.858,-24,6,PID,60,10273.0
34.886,-23,10,PID,50,9482.0
34.910,-23,10,PID,50,9482.0
34.933,-16,7,PID,50,9055.5
34.956,-22,11,PID,50,9602.5
34.980,-21,10,PID,50,9548.5
35.004,-18,6,PID,50,8229.5
35.025,-16,10,PID,50,8340.0
35.049,-22,13,PID,50,8768.0
35.073,-18,19,PID,60,10804.5
35.094,-18,19,PID,60,10795.0
35.115,-24,15,PID,50,9595.5
35.138,-24,15,PID,50,9598.0
35.159,-10,8,PID,50,7931.0
35.183,-20,13,PID,50,8443.0
35.207,-26,16,PID,50,9556.0
35.232,-26,16,PID,50,9552.5
35.254,-21,15,PID,50,8746.0
35.278,-21,15,PID,50,8360.0
35.300,-21,15,PID,50,8360.0
35.321,-24,13,PID,50,7958.5
35.345,-21,16,PID,50,8316.0
35.367,-21,16,PID,50,8298.5
35.389,-23,15,PID,50,9004.0
35.413,-23,16,PID,50,7977.5
35.435,-23,15,PID,50,7954.0
35.457,-24,14,PID,50,8078.0
35.479,-24,14,PID,50,8066.0
35.503,8,11,PID,50,5652.0
35.525,4,15,PID,50,5967.0
35.553,-13,11,PID,50,8357.5
35.577,-11,8,PID,50,8449.0
35.599,-11,6,PID,50,8302.5
35.621,-16,19,PID,50,7975.0
35.644,-16,20,PID,50,8135.0
35.665,-24,13,PID,50,9537.5
35.687,-22,18,PID,50,9818.0
35.710,-22,16,PID,50,9670.5
35.733,-21,14,PID,50,9644.0
35.755,-20,17,PID,50,9145.5
35.778,-20,17,PID,50,9108.5
35.802,-11,6,PID,50,7838.0
35.824,3,13,PID,50,6511.5
35.849,-18,11,PID,50,8608.0
35.873,2,15,PID,50,6825.5
35.897,2,16,PID,50,6880.5
35.919,3,6,PID,50,6244.5
35.941,3,6,PID,50,6244.5
35.963,-25,9,PID,60,11025.0
35.984,-15,6,PID,50,8759.5
36.007,-15,6,PID,50,8759.5
36.029,-23,11,PID,60,10017.5
36.050,-14,4,PID,50,8687.0
36.073,-14,4,PID,50,8687.0
36.095,-17,0,PID,50,9526.5
36.116,-18,6,PID,60,10766.0
36.138,-18,7,PID,60,10953.0
36.160,-14,9,PID,60,11234.0
36.181,-14,5,PID,50,8037.5
36.202,-14,5,PID,50,8037.5
36.229,-16,9,PID,50,8487.5
36.252,-25,12,PID,60,11193.5
36.276,-25,13,PID,50,9455.0
36.298,-25,13,PID,50,9461.0
36.320,-9,15,PID,50,8835.5
36.342,-9,16,PID,50,8896.0
36.364,-20,10,PID,50,8118.5
36.385,-16,6,PID,50,7817.5
36.408,-16,6,PID,50,7817.5
36.430,-22,12,PID,50,8554.5
36.451,-18,20,PID,50,9318.5
36.473,-19,22,PID,50,9478.0
36.495,-14,22,PID,60,10127.5
36.516,-19,15,PID,50,9664.0
36.545,-19,14,PID,50,9599.0
36.568,-25,8,PID,60,10728.0
36.590,-24,10,PID,60,10372.5
36.614,-26,13,PID,50,9323.5
36.638,-22,12,PID,60,12006.5
36.659,-22,11,PID,60,12051.5
36.680,-25,8,PID,60,10813.5
36.704,-25,8,PID,60,10851.5
36.725,-19,9,PID,60,10912.0
36.747,-21,13,PID,50,8627.5
36.769,-21,13,PID,50,8701.5
36.791,-25,8,PID,60,11110.0
36.812,-16,10,PID,50,9056.0
36.836,-16,10,PID,50,9056.0
36.857,-14,11,PID,50,8292.0
36.885,-13,10,PID,50,8891.5
36.909,-19,17,PID,60,11021.0
36.930,-18,20,PID,60,11290.5
36.952,-22,14,PID,50,9219.0
36.975,-23,14,PID,50,9232.0
36.999,-15,14,PID,50,8752.0
37.021,-24,15,PID,50,8850.5
37.043,-24,15,PID,50,8830.5
37.065,-24,13,PID,50,8745.5
37.087,-13,12,PID,50,9321.5
37.112,-19,23,PID,60,11156.0
37.137,-18,26,PID,60,11424.0
37.157,-25,24,PID,50,9963.5
37.179,-8,18,PID,50,9532.0
37.202,-7,16,PID,50,9370.5
37.227,3,22,PID,50,7680.5
37.248,-17,11,PID,50,9629.0
37.271,-17,7,PID,50,9314.0
37.292,-18,21,PID,50,9338.0
37.314,1,18,PID,50,7462.5
37.336,1,17,PID,50,7370.5
37.358,-9,16,PID,60,11013.5
37.379,-7,13,PID,50,9175.5
37.402,-7,13,PID,50,9164.5
37.424,-19,20,PID,60,11983.0
37.445,-19,19,PID,60,10246.5
37.468,-19,19,PID,60,10268.5
37.490,-19,7,PID,50,9366.0
37.515,-20,11,PID,50,6465.5
37.537,-20,11,PID,50,6465.5
37.565,-15,10,PID,50,7450.5
37.586,-22,17,PID,50,8808.0
37.610,-18,10,PID,50,8574.5
37.632,-18,10,PID,50,8574.5
37.653,-19,13,PID,50,8355.0
37.676,-18,13,PID,50,8369.5
37.699,-14,15,PID,50,8165.5
37.721,-21,16,PID,50,9962.0
37.745,-13,17,PID,60,10673.5
37.769,-13,18,PID,60,10751.5
37.790,-20,10,PID,50,8982.0
37.813,-17,22,PID,50,9401.0
37.836,-17,25,PID,50,9774.5
37.857,-13,8,PID,50,7605.5
37.883,-14,8,PID,50,7033.0
37.907,-14,8,PID,50,7033.0
37.928,-10,12,PID,50,7188.0
37.950,-15,10,PID,50,6578.5
37.974,-15,10,PID,50,6578.5
37.996,-12,13,PID,50,6963.0
38.018,-15,11,PID,50,5946.5
38.041,-15,11,PID,50,5946.5
38.063,3,12,PID,50,6297.5
38.085,-10,13,PID,50,7294.0
38.108,-10,13,PID,50,7294.0
38.132,-13,7,PID,50,7012.0
38.153,5,8,PID,50,5633.5
38.178,5,8,PID,50,5633.5
38.203,5,7,PID,50,5396.0
38.232,-12,24,PID,50,9228.0
38.253,-12,9,PID,50,7740.5
38.276,-16,8,PID,50,8115.5
38.298,-16,8,PID,50,8115.5
38.319,8,8,PID,50,5086.5
38.344,-14,7,PID,50,7758.5
38.368,-14,7,PID,50,7755.0
38.389,-13,7,PID,50,7543.5
38.412,-13,7,PID,50,7543.5
38.436,-10,7,PID,50,7418.0
38.457,-14,8,PID,50,7608.5
38.479,-14,6,PID,50,7198.0
38.503,-14,6,PID,50,7198.0
38.524,-14,9,PID,50,6399.0
38.551,-9,16,PID,50,8422.0
38.574,-8,19,PID,50,8640.5
38.596,5,11,PID,50,5501.0
38.618,-4,17,PID,50,8064.0
38.641,-4,19,PID,50,8296.5
38.665,-11,15,PID,50,7858.5
38.687,-14,11,PID,50,7772.0
38.712,-12,23,PID,50,9513.0
38.736,-12,30,PID,60,10420.0
38.757,-21,25,PID,50,9012.5
38.778,-23,18,PID,50,8507.0
38.802,-22,17,PID,50,8384.0
38.823,-12,17,PID,50,9673.0
38.846,-14,11,PID,50,7815.5
38.870,-14,11,PID,50,7815.5
38.896,-15,10,PID,50,7818.5
38.917,-7,14,PID,50,7273.0
38.939,-7,16,PID,50,7449.0
38.962,-13,9,PID,50,6511.5
38.984,7,17,PID,50,5937.0
39.007,7,18,PID,50,6038.5
39.028,5,9,PID,50,6323.5
39.050,-10,8,PID,50,7028.0
39.073,-10,8,PID,50,7028.0
39.095,-3,17,PID,50,8230.5
39.117,-2,15,PID,50,8236.0
39.141,-10,17,PID,50,7398.5
39.162,-3,23,PID,50,8434.0
39.185,-21,25,PID,50,9077.5
39.207,-20,26,PID,50,9139.5
39.233,-2,25,PID,50,8878.0
39.254,-10,17,PID,50,8477.5
39.278,-20,21,PID,50,9365.5
39.301,-20,21,PID,50,9389.0
39.323,-12,16,PID,50,8500.5
39.346,5,16,PID,50,6601.5
39.368,5,16,PID,50,6601.5
39.390,-13,14,PID,50,7495.5
39.411,-12,15,PID,50,7345.0
39.434,-12,15,PID,50,7343.5
39.455,-15,8,PID,50,7686.5
39.477,-14,11,PID,50,7538.0
39.498,-14,12,PID,50,7582.0
39.521,6,16,PID,50,6217.5
39.550,-11,12,PID,50,8375.0
39.574,-11,12,PID,50,8325.0
39.595,-9,11,PID,50,8087.0
39.617,8,15,PID,50,6113.5
39.642,8,17,PID,50,6270.5
39.666,8,16,PID,50,5789.5
39.688,-9,11,PID,50,8108.5
39.712,-12,5,PID,50,8213.5
39.736,-12,5,PID,50,8213.5
39.757,-22,13,PID,50,8774.5
39.778,-9,10,PID,50,7758.0
39.801,-9,9,PID,50,7689.0
39.823,9,8,PID,50,5826.5
39.844,5,13,PID,50,6080.0
39.868,4,15,PID,50,6186.0
39.895,-9,12,PID,50,8050.0
39.919,-20,14,PID,50,8069.5
39.944,9,7,PID,50,5730.5
39.968,9,7,PID,50,5730.5
39.989,-11,8,PID,50,7307.5
40.012,-11,8,PID,50,7307.5
40.036,-13,9,PID,50,7553.5
40.061,-11,6,PID,50,7521.0
40.082,-11,10,PID,50,7901.5
40.106,-10,10,PID,50,7968.5
40.130,-15,8,PID,50,7650.0
40.151,-18,7,PID,60,10383.0
40.174,-18,7,PID,60,10381.0
40.196,-18,3,PID,60,10139.5
40.224,-19,9,PID,50,8684.0
40.248,-13,5,PID,50,9369.5
40.271,-5,14,PID,50,9981.5
40.293,-5,16,PID,60,10161.0
40.314,-19,10,PID,60,10537.5
40.338,-20,8,PID,60,10375.5
40.360,-14,4,PID,50,8365.5
40.381,-14,7,PID,50,9292.0
40.404,-14,7,PID,50,9328.0
40.425,-16,4,PID,50,9891.0
40.446,-23,3,PID,60,11887.5
40.469,-23,3,PID,60,11877.5
40.490,-13,8,PID,50,8670.0
40.511,-15,6,PID,50,8191.5
40.535,-15,6,PID,50,8191.5
40.559,-15,6,PID,50,9204.0
40.580,6,4,PID,50,6094.0
40.603,6,4,PID,50,6094.0
40.625,-15,4,PID,50,8304.5
40.646,-21,6,PID,60,10387.5
40.669,-21,6,PID,60,10389.0
40.690,-10,4,PID,50,7719.0
40.712,-18,10,PID,50,8260.0
40.735,-17,11,PID,50,8373.5
40.756,5,14,PID,50,6582.5
40.777,-19,8,PID,60,10630.5
40.801,-19,7,PID,60,10496.0
40.823,-16,3,PID,50,9405.5
40.847,-14,6,PID,50,8878.0
40.870,-13,7,PID,50,8933.0
40.894,-13,7,PID,50,8338.0
40.916,-17,6,PID,50,8646.0
40.938,-17,6,PID,50,8658.0
40.959,-12,5,PID,50,8984.5
40.981,4,8,PID,50,7016.0
41.003,4,8,PID,50,7044.0
41.024,-17,4,PID,50,9384.5
41.046,4,10,PID,50,6072.5
41.069,4,10,PID,50,6072.5
41.090,4,11,PID,50,6856.5
41.112,-15,11,PID,50,8189.0
41.136,-14,10,PID,50,8151.5
41.157,-12,9,PID,50,8011.0
41.178,-11,10,PID,50,7668.0
41.203,-11,11,PID,50,7685.0
41.228,-19,12,PID,50,8694.5
41.249,-12,11,PID,50,8358.5
41.272,-12,10,PID,50,8344.5
41.294,0,14,PID,50,5817.5
41.316,-16,9,PID,50,7965.5
41.339,-16,9,PID,50,7965.5
41.360,-17,7,PID,50,8821.5
41.382,-14,5,PID,50,8667.5
41.405,-14,5,PID,50,8667.5
41.427,4,6,PID,50,6206.5
41.449,5,8,PID,50,5980.0
41.472,-17,5,PID,50,7929.5
41.494,-17,5,PID,50,7929.5
41.516,-15,5,PID,50,8321.0
41.542,-15,5,PID,50,8321.0
41.566,-16,10,PID,50,8880.0
41.588,8,7,PID,50,5752.5
41.609,-13,7,PID,50,7645.0
41.631,-13,7,PID,50,7641.0
41.652,-19,5,PID,60,10083.5
41.674,-14,6,PID,50,7636.0
41.695,-14,6,PID,50,7636.0
41.717,-16,2,PID,50,8710.5
41.740,-16,2,PID,50,8710.5
41.762,-16,6,PID,50,7819.0
41.784,-20,3,PID,50,9737.0
41.808,-17,7,PID,50,8155.0
41.830,-17,7,PID,50,8155.0
41.851,-16,7,PID,50,8081.0
41.882,-12,8,PID,50,8161.5
41.906,-12,9,PID,50,8246.5
41.928,2,9,PID,50,6586.5
41.949,3,6,PID,50,5862.5
41.971,3,6,PID,50,5862.5
41.994,4,4,PID,50,6134.5
42.016,2,3,PID,50,6126.0
42.039,2,3,PID,50,6126.0
42.063,1,7,PID,50,6428.5
42.084,-14,4,PID,50,8238.5
42.107,-14,3,PID,50,8289.5
42.131,8,5,PID,50,5701.0
42.152,-13,8,PID,50,7089.5
42.176,-17,9,PID,50,6666.0
42.197,-17,9,PID,50,6666.0
42.224,0,7,PID,50,6366.0
42.248,2,8,PID,50,6440.5
42.271,2,8,PID,50,6440.5
42.293,-22,11,PID,50,6309.5
42.314,-12,7,PID,50,7851.0
42.337,-12,7,PID,50,7851.0
42.358,-18,13,PID,50,7692.5
42.380,-16,10,PID,50,9431.0
42.402,-16,10,PID,50,9409.5
42.424,-12,7,PID,50,7250.5
42.445,-17,10,PID,50,6590.0
42.468,-17,10,PID,50,6590.0
42.489,5,12,PID,50,4624.0
42.511,0,12,PID,50,5913.0
42.533,0,12,PID,50,5913.0
42.558,-12,9,PID,50,7359.5
42.580,3,8,PID,50,5903.5
42.603,3,8,PID,50,5903.5
42.624,0,12,PID,50,5158.0
42.645,5,10,PID,50,5767.0
42.668,5,10,PID,50,5767.0
42.689,2,10,PID,50,6756.5
42.711,-13,8,PID,50,7408.0
42.735,-13,8,PID,50,7408.0
42.757,-3,14,PID,50,5301.0
42.778,-25,11,PID,50,9852.5
42.800,-25,12,PID,50,9879.0
42.822,1,10,PID,50,5609.5
42.844,-11,8,PID,50,6498.0
42.866,-11,8,PID,50,6498.0
42.892,-1,19,PID,50,3660.0
42.913,-14,8,PID,50,6842.5
42.935,-14,8,PID,50,6842.5
42.957,-11,7,PID,50,6375.0
42.978,-10,9,PID,50,6961.5
43.000,-10,9,PID,50,6961.5
43.021,-22,14,PID,50,5918.5
43.043,-10,7,PID,50,6618.5
43.065,-10,7,PID,50,6618.5
43.087,1,9,PID,50,5297.0
43.109,1,9,PID,50,5297.0
43.133,-15,7,PID,50,6183.5
43.155,-9,6,PID,50,7263.5
43.179,-12,8,PID,50,6447.5
43.202,3,10,PID,50,5928.5
43.228,3,10,PID,50,5928.5
43.250,-13,4,PID,50,8273.0
43.273,-13,4,PID,50,8273.0
43.297,-13,5,PID,50,7727.5
43.318,1,15,PID,50,4558.0
43.343,-16,4,PID,50,8673.5
43.364,-16,4,PID,50,8673.5
43.385,-12,7,PID,50,6874.5
43.408,-12,7,PID,50,6874.5
43.430,6,9,PID,50,5761.5
43.451,4,9,PID,50,5923.5
43.473,-14,9,PID,50,7337.5
43.496,-14,9,PID,50,7337.5
43.518,-6,10,PID,50,6643.0
43.547,5,8,PID,50,5807.5
43.572,5,8,PID,50,5807.5
43.595,-11,6,PID,50,6971.0
43.617,-17,8,PID,50,6501.5
43.641,-15,8,PID,50,6338.5
43.665,-15,8,PID,50,6338.5
43.687,-13,12,PID,50,6775.5
43.709,0,11,PID,50,5443.0
43.732,0,11,PID,50,5443.0
43.754,0,2,PID,50,5780.5
43.778,-10,8,PID,50,7575.0
43.800,-10,8,PID,50,7575.0
43.822,-11,10,PID,50,6948.0
43.843,-15,9,PID,50,6544.5
43.866,-15,9,PID,50,6544.5
43.890,-17,5,PID,50,8447.0
43.912,0,11,PID,50,5535.5
43.934,0,11,PID,50,5535.5
43.956,-14,10,PID,50,7116.5
43.977,-14,9,PID,50,6955.5
44.001,-14,9,PID,50,6955.5
44.022,-1,14,PID,50,5240.0
44.044,-14,12,PID,50,6101.0
44.066,-14,12,PID,50,6101.0
44.088,-1,9,PID,50,5862.5
44.109,2,10,PID,50,6524.5
44.133,2,10,PID,50,6524.5
44.154,-1,13,PID,50,6030.5
44.175,-13,9,PID,50,6473.0
44.199,-13,9,PID,50,6473.0
44.223,4,6,PID,50,6513.5
44.247,4,6,PID,50,6513.5
44.271,-17,8,PID,50,6665.0
44.293,-17,8,PID,50,6665.0
44.315,-10,8,PID,50,6830.0
44.339,2,7,PID,50,6154.0
44.361,2,7,PID,50,6154.0
44.382,-14,8,PID,50,7729.5
44.408,-13,8,PID,50,6330.5
44.432,-13,8,PID,50,6330.5
44.453,0,13,PID,50,5112.5
44.474,-10,8,PID,50,7708.5
44.496,-10,8,PID,50,7708.5
44.517,2,13,PID,50,5404.0
44.546,-13,4,PID,50,9208.5
44.569,-13,4,PID,50,9208.5
44.590,2,10,PID,50,6276.0
44.612,-14,7,PID,50,7206.0
44.635,-14,7,PID,50,7206.0
44.656,-14,7,PID,50,7592.5
44.678,-14,8,PID,50,7717.5
44.701,-14,8,PID,50,7717.5
44.722,-10,6,PID,50,7863.5
44.743,-11,6,PID,50,7578.0
44.766,-11,6,PID,50,7578.0
44.788,-18,5,PID,50,8699.5
44.809,-15,10,PID,50,7228.0
44.833,-15,10,PID,50,7228.0
44.854,-21,7,PID,50,8809.5
44.881,-18,4,PID,50,9280.5
44.906,-15,9,PID,50,6874.0
44.928,-15,9,PID,50,6874.0
44.952,-16,5,PID,50,9338.5
44.975,-14,7,PID,50,7900.5
44.997,-14,7,PID,50,7900.5
45.019,-11,9,PID,50,6843.5
45.040,-8,5,PID,50,7541.0
45.063,-8,5,PID,50,7541.0
45.084,-15,9,PID,50,7449.5
45.110,-12,10,PID,50,8141.0
45.132,-12,10,PID,50,8181.5
45.153,-15,5,PID,50,8220.5
45.174,-12,5,PID,50,7889.5
45.198,-12,5,PID,50,7889.5
45.223,-11,8,PID,50,7062.0
45.246,-10,4,PID,50,7533.0
45.268,-10,4,PID,50,7533.0
45.289,-1,4,PID,50,5985.0
45.312,-13,4,PID,50,7209.0
45.334,-13,4,PID,50,7209.0
45.356,-9,6,PID,50,7312.0
45.379,-14,4,PID,50,7773.0
45.401,-14,4,PID,50,7773.0
45.423,-11,3,PID,50,8383.5
45.444,-16,3,PID,50,8921.0
45.467,-16,3,PID,50,8921.0
45.489,-12,7,PID,50,7380.5
45.511,-13,4,PID,50,8177.5
45.535,0,7,PID,50,7281.5
45.558,0,7,PID,50,7281.5
45.580,-12,5,PID,50,7902.5
45.603,-12,5,PID,50,7902.5
45.624,-11,7,PID,50,7861.0
45.646,-13,11,PID,50,8347.5
45.669,-13,11,PID,50,8378.5
45.692,-6,5,PID,50,7916.5
45.713,5,6,PID,50,6127.5
45.736,5,6,PID,50,6127.5
45.759,-7,4,PID,50,8156.0
45.780,6,5,PID,50,6703.5
45.803,6,5,PID,50,6703.5
45.826,-13,1,PID,50,9361.5
45.849,-10,6,PID,50,7496.0
45.873,-7,5,PID,50,7549.5
45.897,-7,5,PID,50,7549.5
45.918,-16,7,PID,50,8032.0
45.941,-13,8,PID,50,8608.5
45.963,-13,8,PID,50,8608.5
45.986,-9,4,PID,50,8075.5
46.010,-10,7,PID,50,7478.0
46.036,-8,9,PID,50,9760.0
46.065,-8,9,PID,50,9701.0
46.087,-12,0,PID,50,9825.5
46.109,-10,5,PID,50,8231.0
46.130,-10,5,PID,50,8231.0
46.152,-9,5,PID,50,7323.5
46.177,-9,5,PID,50,7323.5
46.201,-12,7,PID,50,8131.0
46.226,-12,8,PID,50,7797.0
46.248,-12,4,PID,50,7448.0
46.271,-12,4,PID,50,7448.0
46.292,-14,7,PID,50,7043.0
46.315,-13,8,PID,50,7162.5
46.341,-13,9,PID,50,7968.5
46.365,-13,9,PID,50,7968.5
46.387,-12,8,PID,50,7148.0
46.410,-19,3,PID,50,8928.0
46.432,-19,3,PID,50,8928.0
46.454,-9,6,PID,50,7121.0
46.475,2,6,PID,50,7110.5
46.499,2,6,PID,50,7110.5
46.520,-9,7,PID,50,7224.5
46.542,4,6,PID,50,6924.0
46.566,4,6,PID,50,6924.0
46.587,-14,7,PID,50,8807.5
46.610,-9,4,PID,50,8266.5
46.635,-15,8,PID,50,7057.5
46.659,-15,8,PID,50,7057.5
46.681,-13,6,PID,50,7555.5
46.707,-10,7,PID,50,7485.0
46.731,-10,7,PID,50,7485.0
46.753,5,11,PID,50,6323.5
46.776,-11,6,PID,50,7304.0
46.799,-11,6,PID,50,7304.0
46.821,-15,1,PID,50,8905.0
46.843,7,15,PID,50,6812.0
46.869,7,15,PID,50,6812.0
46.893,-10,4,PID,50,7673.5
46.915,-9,8,PID,50,6583.0
46.941,-14,7,PID,50,7794.0
46.963,-14,7,PID,50,7794.0
46.984,-13,1,PID,50,9832.5
47.009,-13,1,PID,50,9799.0
47.034,-12,7,PID,50,7453.5
47.056,-13,5,PID,50,7785.0
47.078,-11,5,PID,50,7198.0
47.103,-8,4,PID,50,7390.0
47.125,-8,4,PID,50,7390.0
47.147,-9,4,PID,50,7642.0
47.173,-17,10,PID,50,9049.5
47.198,-17,10,PID,50,9085.5
47.224,-15,7,PID,50,8503.0
47.248,-13,3,PID,50,8183.5
47.274,-14,2,PID,50,8171.5
47.298,-14,2,PID,50,8171.5
47.319,-17,1,PID,50,9576.5
47.343,-13,1,PID,50,8375.5
47.367,-13,1,PID,50,8375.5
47.390,-13,2,PID,50,7455.0
47.411,-16,5,PID,50,7547.0
47.434,-16,5,PID,50,7547.0
47.456,-13,6,PID,50,7058.5
